commercial-product-case-6	Comparaison vidéo de Grok sur la même scène
commercial-product-case-7	Romance chuchotée dans une classe japonaise
commercial-product-case-8	Mode de réglages recommandés
commercial-product-case-9	Storyboard publicitaire pour LaFerrari
commercial-product-case-10	Duel final d’anime survolté
commercial-product-case-11	Défilé de haute couture en porcelaine sur miroir céleste
commercial-product-case-12	Publicité de récolte d’un créateur rural moderne
commercial-product-case-13	Séquence de course de rue au néon
commercial-product-case-14	Top-modèle et voitures de sport de luxe
commercial-product-case-15	Poursuite d’une androïde après la destruction d’un laboratoire
commercial-product-case-16	Bande-annonce de jeu dans une ville de néon en ruines
commercial-product-case-17	Court métrage original d’action et de dark fantasy
commercial-product-case-18	00:00–00:04 Plan 1 : travelling de suivi
commercial-product-case-19	Séquence de combat tactique sur le toit d’un train
commercial-product-case-20	Frénésie sur le parquet de Manhattan
commercial-product-case-21	Mercredi façon poliziottesco
commercial-product-case-22	Publicité de mode pour smartphone pliable
commercial-product-case-23	Montage avec une valise comme compagnon de voyage
commercial-product-case-24	Lookbook de mode en plongée — séquence de changement de tenue
commercial-product-case-25	Publicité lifestyle haut de gamme façon selfie de vlog
reference-driven-case-1	Performance d’un pianiste squelette dans un diorama miniature
reference-driven-case-2	Princesse sur un navire en pleine tempête contre le kraken
reference-driven-case-3	Danse des lames des servantes : Mei contre Coco
reference-driven-case-4	Adieu au piano sur un toit apocalyptique
reference-driven-case-5	Objectif fisheye cinématographique 8 mm, drone de course FPV et mouvement hyperfluide
reference-driven-case-6	Séquence de cascades de kung-fu guidée par référence
reference-driven-case-7	Ray tracing, rendu Unreal Engine et petite ville sous une pluie battante
reference-driven-case-8	Service de nuit dans l’épicerie lunaire
reference-driven-case-9	Réveil sur le toit et transformation en F-14
reference-driven-case-10	Assemblage d’armure et contre-attaque dans la rue
reference-driven-case-11	Référence du personnage de l’image 1 convertie en prise de vues réelles
reference-driven-case-12	Modèle de duel à l’épée avec ours polaire et raccord de mouvement
reference-driven-case-13	Séquence de morphing fluide à partir de sept images
reference-driven-case-14	Publicité pour baskets Stridex
reference-driven-case-15	Prompt guidé par image avec un chat chanteur
reference-driven-case-16	Prompt d’anime avec référence de personnage
surreal-vfx-case-1	Combat au katana en apesanteur
surreal-vfx-case-2	Baleine dans les nuages — épopée surréaliste
surreal-vfx-case-3	Métamorphose d’un plongeur des abysses en créature marine
surreal-vfx-case-4	Effondrement d’une faille interdimensionnelle dans une mégalopole
surreal-vfx-case-5	Fusion dans une ruelle souterraine pluvieuse
surreal-vfx-case-6	Faille urbaine causée par une fracture de la réalité quantique
surreal-vfx-case-7	L’œil s’ouvre soudainement
surreal-vfx-case-8	Ils s’entrechoquent en plein vol au-dessus d’une rivière de lave flottante
surreal-vfx-case-9	Marche dimensionnelle du directeur artistique
surreal-vfx-case-10	Inscription sur l’autel d’une entité abyssale — dark fantasy
surreal-vfx-case-11	Transformation de scène avec roue chromatique flottante dans l’interface
templates-structured-case-1	Naufrage catastrophique d’un superporte-avions
templates-structured-case-2	Reconstruction de fragments de mémoire
templates-structured-case-3	Du plan à la réalité — transformation d’une maison de plain-pied
templates-structured-case-4	Tailleur haute couture d’arts martiaux
templates-structured-case-5	Modèle de changement de tenue synchronisé sur le rythme
templates-structured-case-6	Modèle de quartier de gratte-ciel dansants
templates-structured-case-7	Ombre de lumière stellaire / silhouette de poussière d’étoiles
templates-structured-case-8	Modèle POV de parkour pictural
templates-structured-case-9	Modèle POV 360 de course dans un escalier en descente
templates-structured-case-10	Modèle de mouvement des aliments et des personnages
templates-structured-case-11	Modèle de course en cuisine avec caméra impossible
templates-structured-case-12	Modèle d’explosion POV avec temps figé
templates-structured-case-13	Modèle de première sortie spatiale d’un astronaute
templates-structured-case-14	Modèle de routine d’un golden retriever
templates-structured-case-15	Séquence stylisée de transformation dans un salon de coiffure 3D
templates-structured-case-16	Modèle impressionniste de mains ramant
templates-structured-case-17	Guerrière — prompt de sujet structuré
general-cinematic-case-1	Poème de souvenirs dans le vent du printemps
general-cinematic-case-2	Gros plan de mode sur des talons synchronisés au rythme
general-cinematic-case-3	Évasion en mini-skateboard dans une chambre d’enfant
general-cinematic-case-4	Duel de grands-mères à Rucker Park
general-cinematic-case-5	Séquence de sauvetage d’un bébé par un pompier
general-cinematic-case-6	Présentation d’une transformation en costume ancien
general-cinematic-case-7	Ginza de nuit, cyberpunk du futur
general-cinematic-case-8	Histoires d’un sauteur
general-cinematic-case-9	Un homme suspect se tient au centre du carrefour de Shibuya
general-cinematic-case-10	Vidéo au téléphone au milieu de la foule d’un bateau de pêche
general-cinematic-case-11	Une fille chute à toute vitesse dans un tunnel numérique
general-cinematic-case-12	Séquence de tir du canon électromagnétique de la Skytree
general-cinematic-case-13	Bande-annonce de film hollywoodien
general-cinematic-case-14	Séquence cinématographique verticale 9:16
general-cinematic-case-15	Un immense mur de glace s’effondre dans un fjord près d’une ville côtière
general-cinematic-case-16	Course-poursuite au piano sous la lune avec une souris
general-cinematic-case-17	Séquence de dessin animé continue en plan-séquence de 15 secondes
general-cinematic-case-18	Bataille de dirigeables steampunk au coucher du soleil
general-cinematic-case-19	Travelling de suivi d’ailes à réaction en tongs
general-cinematic-case-20	Extérieur d’un temple ancien au cœur des montagnes
general-cinematic-case-21	Storyboard du lever du soleil sur la Statue de la Liberté
general-cinematic-case-22	Scène historique à l’éclairage dramatique
general-cinematic-case-23	Travelling continu de surf propulsé par fusée
general-cinematic-case-24	Modèle de monologue de stand-up
general-cinematic-case-25	Drame de trahison lors d’un anniversaire au restaurant
general-cinematic-case-26	Séquence de parkour ancien avec changement de costume
general-cinematic-case-27	Intérieur du moteur — détail mécanique du piston
general-cinematic-case-28	Simulation romantique japonaise des années 90 en animation sur celluloïd
general-cinematic-case-29	Techniques de réalisation cinématographique — prompt multi-plans
general-cinematic-case-30	Portrait d’une femme d’Asie de l’Est au sourire naturel
general-cinematic-case-31	Survie post-apocalyptique — mise en scène cinématographique
general-cinematic-case-32	Clairière de forêt façon Pixar — scène animée en 3D
general-cinematic-case-33	Chaton volant des friandises sous les couvertures
general-cinematic-case-34	Test de parole naturelle T2V de Seedance 2.0
general-cinematic-case-35	Animation d’horreur avec marionnettes en papier
